Product_number;Product_description;M-Check Packaging
110110100000;SPITZBUBEN NORMAL CL 9STK;4
110110800000;LOEFFEL-BISCUITS CL;2
110109200000;AMARETTI CL 9STK;3
110109800000;KOKOS-MAKRONEN CL 6STK;4
110110300000;MARMOR-BUTTER-ROSETTEN CL 9STK;3
110109500000;HASELNUSS-MAKRONEN CL 9STK;3
110109300000;AMARETTI GEFUELLT CL 4STK;3
110110600000;WIENER WAFFELN CL 6STK;4
111416500000;PB Birnbrot 550g;4
110400700000;PB Samichlaus gross 2er;4
114020100000;Fasnachtschuechli  6/216g;2
114020000000;Mini Fasnachtschuechli 90;2
114020300000;Herbstchuechli 80g;2
113253600000;MB ZITRONEN CAKE 400G;4
113253700000;MB MARMOR CAKE 400G;4
113119600000;MB LINZER-TOERTLI 2ER 150G;4
200699100000;M-CLAS Cottage Cheese Gurke & Kräuter;3
274450002300;Kartoffeln mehligkochend 1kg;5
274460002300;Kartoffeln festkochend 1kg;5
274461002300;Kartoffeln Racette 1kg;5
274462003300;Frühkartoffeln 2.5kg;5
274450603300;Kartoffeln Frites 2.5kg;5
274461003300;Kartoffeln Raclette 2.5kg;5
274451003300;Kartoffeln Baked 2.5kg;5
274461202600;Sélection Kartoffeln Raclette 1kg;5
274486002300;Bio Kartoffeln festkochend 1kg;5
274485002300;Bio Kartoffeln mehligkochend 1kg;5
274486202300;Bio Frühkartoffeln 1kg;5
274486003300;Bio Kartoffeln festkochend 2.5kg;5
274460103300;Kartoffeln festkochend neue Ernte 2.5kg;5
274486102300;Bio Kartoffeln festkochend neue Ernte 1kg;5
271480702300;Bio-Cherrytomaten;4
265680502400;Bio Himbeeren;3
271481302300;Bio Rispentomaten ;4
264681502300;Bio Datteln;4
271484502300;Bio Tomaten Marsanino;4
274486308500;Bio Patatli;4
264880502300;Bio-Feigen blau;3
260581004100;Bio Birne Gute Luise;4
263382508700;Bio Blondorangen;4
266080309300;Bio Baumnüsse;4
274580302300;Bio Karotten;4
266080109400;Bio Erdnüsse;4
270888402300;Bio Mungosprossen;4
271880702500;Bio Kräuterseitling;2
270480309300;Bio Chicorée;4
271880502400;Bio Champignons braun;3
270813102300;Triosalat;4
270813102300;Triosalat;5
270881002200;Bio Kresse;2
200604600000;MB Cottage Cheese 750g;3
200699800000;MB Cottage Schnitt 500g;3
200803100000;MB Magerquark 500g;4
200801200000;MB Rahmquark 250g;3
 122289300000;SUN QUEEN ORANGE-MANGO 1L;4
 122289400000;SUN QUEEN ORANGE 1L;4
 122289500000;SUN QUEEN ORANGE 6X1L;4
 122289700000;SUN QUEEN MULTIVITAMIN 1L;4
 122289800000;SUN QUEEN MULTIVITAMIN 6X1L;4
 122289900000;SUN QUEEN BIRNE 1L;4
 122290000000;SUN QUEEN PFIRSICH 1L;4
 122290100000;SUN QUEEN COCKTAIL 1L;4
 122290200000;SUN QUEEN MANGO 1L;4
 122290300000;SUN QUEEN ROTE BEEREN 1L;4
275380711400;BIO Radieschen 125g;4
120293500000;Kult Ice Tea Mate 50cl PET;4
275480311600;Bio Spargeln grün 750g;5
275480311400;Bio Spargeln grün 500g;5
275480111500;Bio Spargeln weiss 750g;5
275480111400;Bio Spargeln weiss 500g;5
120291200000;Kult Ice Tea Pfirsich Zero 1L;4
120291300000;Kult Ice Tea Pfirsich Zero 6x1L;4
120927500000;Bio Ice Tea Früchtezauber 1L;4
120927600000;Bio Ice Tea Früchtezauber 6x1L;4
120927700000;Bio Ice Tea Alpenkräuter o. Zucker 1L;4
120927800000;Bio Ice Tea Alpenkräuter o. Zucker 6x1L;4
251434112000;Sashimi Lachs Stueck;2
107109200000;Exquisito Decaf gem 250g;3
107109300000;Exquisito Decaf Bohnen 500g ;3
107119500000;Exquisito Extra Mild gemahlen 250g;3
107108000000;Exquisito Crema mild Bohnen 1kg;4
107106200000;Exquisito Crema mild Bohnen 500g;3
107107600000;Exquisito Crema mild gemahlen 500g;3
107106600000;Exquisito Crema Bohnen 500g;3
107102600000;Caruso Oro Bohnen 500g;3
107102700000;Caruso Oro gemahlen 500g;3
107104400000;Caruso Imperiale Crema Bohnen 1kg;4
107114300000;CARUSO ESPRESSO CLASSICO B 1KG 8ER;4
107114700000;CARUSO ESPRESSO CLASSICO G 500G 12ER;3
107114500000;CARUSO ESPRESSO CLASSICO G 250G 14ER;3
107116400000;CARUSO ESPRESSO CLASSICO P 56 PORTIONEN;4
107105100000;CARUSO ESPRESSO GUSTOSO B 500G 12ER;3
107105200000;CARUSO ESPRESSO AROMATICO B 500G 12ER;3
107105300000;CARUSO RISTRETTO INTENSO B 500G 12ER;3
200801000000;M-CLAS Rahmquark;3
200801600000;M-CLAS Halbfettquark 250g;3
200802000000;M-CLAS Magerquark 250g;3
200802400000;Bio Halbfettquark 250g;4
200802500000;Bio Magerquark 250g;4
113616400000;M-Classic Biscuit-tortenboden 370g;3
104602500000;M-Classic Reismehl;4
102531000000;V-Love Cake;4
104412800000;BIO MISTER R. CARNAROLI;4
104412900000;Bio MH Mister Rice Jasmin;4
104413100000;BIO MISTER R. BASMATI;4
104413500000;BIO MISTER R. JASM. LINS.;4
TBD (Vorgänger 104429000000);BIO MISTER R. BASM. QUIN.;4
TBD (Vorgänger 104429200000);BIO MISTER R. VK BASMATI;4
104413000000;Bio MH Mister Rice Basmati;4
TBD (Vorgänger 104441400000);BIO MISTER R. VOLLK.BRAUN;4
104413400000;BIO MISTER R. NATURA;4
TBD (Vorgänger 1044032000009;BIO MISTER R. CAROLINA;4
TBD (Vorgänger 104424800000);BIO MISTER R. WILD RICE;4
TBD (Vorgänger 104440000000);BIO MISTER R. QUICK RICE;4
TBD (Vorgänger 104412700000);BIO MH MISTER R.JASM. MIX 500g;4
115057600000;AB Pinsateig 500g;4
110155500000;CREA D'OR BRETZELI;2
110104700000;CREA D'OR MANDELPLAETZLI;2
110104900000;CREA D'OR VANILLE KIPFERL;3
110104300000;CREA D'OR BUTTERSNACKS;3
110146400000;CREA D'OR FLORENTIN 100G;3
110104800000;CREA D'OR NOBILE;2
110136000000;CREA D'OR AMANDE NOIRE;2
110144700000;CREA D'OR ASSORT. 200G;2
110107900000;CREA D'OR NOISETTE;2
110540200000;CREA D'OR MINI ASSORT.;3
110134400000;CHOCMI RONDO 100G;3
110574400000;THE BISCUIT FAMILY 220G;2
162527300000;BIO K WEIDEBEEF LASAGNE;3
105251200000; M-BIO BERRY, NUT, SOYBEAN 170g;4
101418400000;BIO CASHEWS HONIG & SALZ ;3
105361300000;BIO KNOSPE MANDELN;4
105250800000;BIO KNOSPE ARONIABEEREN CH UNGESÜSST;3
105350800000;SQ CASHEW GERÖSTET;4
105246100000;YOU FIGHTER MIX;3
101418500000;Party Hot Spicy Beans;4
104483000000;BIO K ROESTI ORIG. 500G;4
104243600000;FARMER PLUS CRANBERRY;3
104243700000;FARMER PLUS BLUEBERRY;3
104242000000;FARMER JUNIOR HEIDELBEER;3
104240400000;FARMER JUNIOR ERDBEER;3
104241700000;FARMER BROMBEERE APFEL;3
104241300000;FARMER S HIMBEER ;3
104241100000;FARMER BROWNIE;3
104242900000;FARMER S APFEL-40%;3
104240900000;FARMER S SPORT;3
104429800000;M-SELEC ROTER REIS 250G;4
104430700000;M-SELEC RISO NERO 250G;4
104553000000;M-Classic Waldpilzmischung 50G ;3
110595400000;YOU GRANOLA BITES COCOA;4
110555700000;M-BUD MINI COOKIES T;4
110515600000;BIO K CARAMEL BISCUITS;4
110519200000;BIO WEIHNACHTSMISCHUNG;4
110124700000;"	BIO ZIMTSTERNE 200G";4
110572400000;"	V-LOVE SPITZBUBEN 200G";4
110124600000;BIO MAILAENDERLI 200G;4
110575200000;V-LOVE ZIMTSTERNE 220G;4
105311200000;M-CLAS HASELNUESSE GEM.;4
105379000000;M-CLAS KOKOSRASPELN 200G;4
105330100000;M-CLAS MANDELN GEM.+GES.;4
105331000000;M-CLAS MANDELN GEMAHLEN;4
105333200000;M-CLAS MANDELN GESCH 200G;4
105332000000;M-CLAS MANDELN GESTI.200G BTL;4
105333300000;M-CLAS MANDELSCHEIBEN 200G BTL;4
105260000000;M-CLAS SULTANINEN 300G;4
105276800000;M-CLAS SULTANINEN HELL;4
110515500000;BIO K ZITRON. DINK. SABLE;4
110112300000;BLEVITA SANDW.JOGH./WALDB;4
110112400000;BLEVITA SANDW. KRAEUTER;4
110115300000;BLEVITA GRUYERE 6PRT;3
110126600000;BLEVITA SANDWICH CHOCO;4
110127500000;BIO BLEVITA SANDW.SOUR CR;4
110137300000;BIO BLEVITA SPINAT BASIL.;3
110140700000;BLEVITA PURE ALPENKRAEUT.;4
110140900000;BLEVITA PURE ALPENCHILI;4
110141100000;BLEVITA PURE KAESE 180G;4
110141800000;BLEVITA PURE PEPERON.OREG;4
110144400000;BLEVITA MAIS & CHIA;3
110165900000;BLEVITA DARK CHOCO & THYM;3
110168100000;BLEVITA RUEEBLI-KUERBIS;3
110169300000;BLEVITA CHOCO+SESAM 6PRT;3
110177500000;BLEVITA THYM/MEERS. PRT;3
110179700000;BLEVITA SANDWICH TOM-MOZZ;4
110180400000;BLEVITA CHIA-RANDEN;3
110180500000;BLEVITA MILCHREIS/ZIMT;3
110181100000;BLEVITA ORIGINAL 6PRT;3
110181200000;BLEVITA SESAM 6PRT;3
110181300000;BLEVITA TOM./BAS. PRT;3
110181400000;BLEVITA KUERBISKERNE;3
110515000000;BIO BLEVITA SANDW. CURRY;4
110520400000;BLEVITA HAFER SESAM;3
110520600000;BLEVITA HAFER ROSA PFEFF.;3
110521700000;BLEVITA SALT & VINEGAR;3
110521900000;BLEVITA PROT. KAKAO;4
110522000000;BLEVITA RICE CRACKER MOHN;3
110522100000;BLEVITA RICE CRACKER KOKO;3
110522200000;BLEVITA PROT. HASELNUSS;4
110522500000;BLEVITA FLAMMKUCHEN;3
110522600000;BIO K BLEVITA CLASSIC 6PR;3
110523100000;BLEVITA HOT & SMOKY PAPR.;3
110523300000;BLEVITA SW LE MARRONI;4
110523400000;BLEVITA PURE SAUERTEIG;4
110519200000;BIO WEIHNACHTSMISCHUNG;4
110124700000;BIO ZIMTSTERNE 200G;4
110124600000;BIO MAILAENDERLI 200G;4
110572400000;V-LOVE SPITZBUBEN 200G;4
100110000000;FREY NOISETTES;4
100124500000;FREY LAIT EXTRA;4
100124700000;FREY NOXANA LAIT;4
100125000000;FREY TOURIST;4
100203200000;FREY GIANDOR;4
100121300000;FREY NOIR SPECIAL 72%;4
100203400000;FREY PRALINOR;4
100123800000;FREY NOXANA BLANC;4
100141100000;FREY BLANC;4
100143000000;FREY CREMANT 55%;4
100115100000;FREY LAIT;4
100124800000;NOISETTES LAIT EXTRA ;4
100124900000;FREY AMANADES ;4
100224500000;FREY CRÈME AU LAIT;4
100120900000;FREY NOXANA NOIR;4
100100600000;FREY KOCHSCHOKOLADE;4
100148800000;SUPREME CRANBERRY, ORANGE & MIEL;3
100105700000;SUPREME NOIR AUTHENTIQUE 78%;3
100104900000;SUPREME NOIR SATIN 69%;3
100146400000;SUPREME NOIR EXTRA 85%;3
100113300000;SUPREME NOIR AMANDES & CARAMEL SALÉ;3
100146500000;SUPREME NOIR TROIS NOIX;3
100113500000;SUPREME NOIR NOISETTES;3
100119400000;SUPREME LAIT TROIS NOIX;3
101553500000;CRUNCHY CLOUDS MANDELN MILCH 150G;3
101553600000;CRUNCHY CLOUDS BEERENMIX 150G;3
101553100000;CRUNCHY CL. KOKOS DARK 150G;3
101553200000;CRUNCHY CL. SEA SALT DARK 150G;3
101554500000;CRUNCHY CLOUDS MANGO 150G;3
101553400000;CRUNCHY CLOUDS HASELNUSS MILCH 150G;3
101553300000;CRUNCHY CL. COOKIES 150G;3
101553900000;SE CRUNCHY CLOUDS MANDELN MILCH 300G;3
101565200000;CRUNCHY CLOUDS APFELSTRUDEL 150G;3
101562100000;CRUNCHY CLOUDS MAND. DKL 150G HERBST;3
101728900000;WICHTEL FIGUR TOMTE 100G;4
101729000000;WICHTEL FIGUR NILS 75G;4
101729100000;WICHTEL FIGUR JULE 75G;4
101729200000;WICHTEL STANGE JULE, TOMTE & NILS 3X17G;2
101729300000;WICHTEL SPRUSO KUGELN JULE, TOMTE & NILS 200G;4
101734700000;FREYLINI KUGELN CHOCO WHITE CREAM LE 200G;4
101768500000;V-LOVE ADVENTSKALENDER 297G;2
101774100000;FREY NORDIC ADVENTSKALENDER 273G;1
101781600000;FREYLINI KUGELN DARK ORANGE 200G;4
101781800000;FREYLINI SPECIAL MIX 480G;4
104247500000;Farmer S LE Marroni;3
104248000000;Bio Farmer Crunchy Schokolade;3
104242100000;Farmer Choc Natural;3
104241600000;Farmer Choc Biscuit;3
104247100000;Farmer Nuts Mandel-Haselnuss;3
104247300000;Farmer Nuts Mandel-Feige;3
104247600000;Farmer Nuts Choco Cashew;3
104242200000;Farmer Crunchy Honig;3
104248100000;Bio Farmer Crunchy Haselnuss;3
104240800000;Farmer Joghurt;3
101912300000;M-BUD CHIPS NATURE 350G;4
101912200000;M-BUD CHIPS PAPRIKA 350G;4
101911700000;M-BUD WAVE CHIPS PAPRIKA;3
110166000000;YOU COOKIES CRANBERRY;4
110182000000;BIO VOLLKORN NUSSSTENGELI;4
110515700000;BIO K DINKELBISCUITS ROSINEN;4
210118000000;Bio Gruyere gerieben 120g;3
110540400000;CREA D'OR BRETZELI;2
110540500000;CREA D'OR VANILLE KIPFERL;3
110540600000;"	CREA D'OR FLORENTIN 100G";3
110540700000;CREA D'OR NOBILE;2
107175800000;M-CLAS ROMA 20KAP;5
107175900000;M-CLAS LUNGO 20KAP;5
107176200000;M-CLAS DECAFFEINATO 20KAP;5
107176300000;M-CLAS ESPRESSO 20KAP;5
107176500000;M-Budget NES Kaffee 30 Kapseln;5
101707400000;WICHTEL ADVENTSKALENDER IDA, NILS & MIKA 126G;2
275400511400;SPARGELN WEISS    BD 1KG;4
275400511600;SPARG. WEISS EUR. BD 750G;4
275401911800;SPARG. GRUEN EUR. BD 750G;4
275402411300;SPARG.GRUEN FEIN  BD 400G;4
104242600000;AHA FARMER WALDBEERE;3
104240700000;FARMER S MILCH 174G;3
104241200000;FARMER S MILCH&ERDB. 174G;3
104240600000;FARMER S CHOC APFEL 288G;3
104241400000; FARMER S CHOC NOIR 252G;3
104241000000;FARMER S CHOC KOKOS;3
104241500000;Farmer Soft Choc Orange;3
251118800000;Schwertfisch;3
111714470000;AF Buns m. Sesam 6/300g;4
111714170000;AF Buns 6/300g;4
111714650000;AF XXL BUNS 4ER;4
113211700000;M-Budget Zitronentörtchen;3
111477800500;VL IP Grittibaenz 120g;4
100926500000;For You Pralinés Crunchy Cacao;2
100926400000;For You Pralinés Creamy Hazelnut;2
130705700000;Bio Apfelsaft 75cl;4
130714900000;Bio Apfelsaft 33cl;3
130510700000;AB Chicken Teriyaki 400g;2
138150200000;Bio Knospe Gerstensuppe 500ml;4
138150300000;Bio  Knospe Hüttensuppe 500ml;4
138150400000;Bio Knospe Tomatensuppe 500ml;4
138150500000;Bio Knospe Kuerbissuppe 500ml;4
138150600000;Bio Knospe Karottensuppe500ml;4
138150900000;Bio Knospe Erbsensuppe 500ml;4
130542900000;Neuheit: Bio Knospe Gemüsesuppe 500ml;4
138150700000;Bio Knospe Kuerbissuppe Cup 300 ml;3
138150800000;BioKnospe Tomatensuppe.Cup300ml;3
130542600000;Bio Knospe Linsen-Suppe Cup 300ml;3
130549500000;Neuheit: Bio Knospe Minestrone 300ml;3
160384600000;M-SELEC FIOR DI LATTE 450ML;3
130136900000;Bio Knospe Agnolotti Arrabbiata 250g;4
130102600000;Bio Knospe Pasta fresca 300g;3
130134300000;Bio Knospe Fiori Kürbis Salbei 250g;4
130134400000;Bio Knospe Fiori Zitrone Thymian 250g;4
130134600000;Bio Knospe Fiori Ricoatta Spinat 250g;4
130136700000;Bio Knospe Girasoli verdure;4
130208600000;AB Pizza Raclette;3
130608600000;Bio Sugo pomo. 280ml;3
130122300000;Bio Knoepfli 500g;4
130122400000;Bio Eierspaetzli 500g;4
130124700000;Bio Eierspaetzli 300g;4
130124800000;Bio Kuerbisspeatzli 300g;4
130125000000;Bio Baerlauchspaetz. 500g;4
165043100000;V-LOVE FILET GOURMET 225G;2
131100900000;Bio K Linsen;3
131119500000;Bio kuerbis 400g roh;3
131131500000;Bio K Rotkraut gekocht 500g;4
131131600000;AB Sauerkraut roh 750g;4
131135200000;M-Budget Gemüsemischung 500g;4
131135000000;Bio Grill BBQ-Mix Kartoffeln;3
131135100000;Bio Grill BBQ-Mix;3
131135400000;Bio Gemüse-Spaghetti Zucchetti;3
131135500000;Bio Gemüse-Spaghetti Kürbis;3
131135600000;Bio Bolo Mix;3
131101800000;Bio Sous-vide Bulgur 350g;4
131101900000;Bio K Kiichererbsen 350g;4
131102300000;Bio K Belugalinsen 350g;4
109107200000;FATTO OEKO 8L;5
109106900000;FATTO SILICA 8L;4
109104900000;FATTO NATURAL NCL 10L;5
109107000000;FATTO FOREST 10L;5
109106300000;FATTO SIGNAL 8L;4
109107100000;FATTO ULTRA BRILLIANT 6L;5
109105400000;FATTO PLUS 10L;5
271403502500;Cherrytomaten am Zweig;4
113114300000;VL Weihnachtsspitzbube 75;4
130564100000;AB Hoernli Gratin 300g;2
130532800000;AB Beef Momos;3
130533300000;AB  Spinach Cashew Momos;3
100146300000;SUPREME ECLATS PISTACHE;3
100118300000;SUPREME AMANDES/MYRTILLES;3
100105400000;SUPREME BOUQ.ORANGE 100G;3
100151700000;SUPREME PERU 77% CACAO;3
100122000000;TOURIST CREMANT 100G;3
100122300000;TOURIST BLANCA 100G;3
100202900000;GIANDOR NOIR 100G;3
100201900000;GIANDOR CRUN. ALMOND 100G;3
100201300000;GIANDOR WEISS 100G;3
100120000000;SPLENDOR 100G;3
100113200000;SUPREME LAIT AMANDES 180G;3
100200300000;LES ADORABLES CREMETTA;3
100200400000;LES ADORABLES MOCCA GEF.;3
100203600000;LES ADORABLES TRUFFES;3
100203700000;LES ADORABLES PISTACHE;3
100206000000;LES ADORAB.MARC DE CHAMP.;3
100206200000;LES ADORABLES STRACCIATE.;3
100207000000;LES ADORABLES CARAMEL;3
100262500000;LES ADORABLES TRUFFES NOI;3
100100300000;MILCH NUSS 400G;4
100115000000;MILCH 400G;4
100131100000;MILCH EXTRA 400G;4
100131500000;CREMANT 55% 400G;4
100131200000;NOXANA MILCH 400G;4
100131300000;TOURIST MILCH 400G;4
100121700000;NOIR SPECIAL 72% OZ 100G;3
100130400000;MILCH EXTRA O.ZUCKER 100G;3
100130800000;NOXANA O. ZUCKER 100G;3
100232000000;GIANDOR O.ZUCKER 100G;3
100151600000;SUPREME REP.DOM.83% CACAO;3
100116500000;SUPREME CARAMEL SALE 100G;3
100154100000;SUPREME NOIR INTENSE 100G;3
100153700000;SUPREME NOIR CARAMEL SALE;3
131110100000;AB Hummus nature ;3
131110200000;AB Hummus Basil;3
131110300000;AB Hummus Chili ;3
131110400000;AB Hummus Randen;3
131110500000;AB Hummus Gr. Veg.;3
131110600000;AB Hummus Sweet P.;3
131110700000;MB Hummus nat.;3
131110800000;Bio Hummus Nature;3
104044500000;BIO K SPAGHETTI 500G;4
104044700000;BIO K. SPIRALEN 500G;4
104044900000;BIO K. TAGLIATELLE 3-EI 5;4
104064600000;BIO K. CHINESISCHE NUDELN;4
104064900000;BIO K. HOERNLI FEIN 500G;4
104131000000;BIO K VOLLKORN PENNE 500G;4
104131300000;BIO K. VOLLKORN SPIRALEN;4
104131400000;BIO K. VOLLKORN SPAGHETTI;4
104155600000;BIO K. PENNE QUINOA 500G;4
104155800000;BIO K. VOLLK.SCHWINGERHOE;4
130607200000;Bio Slasa Cinque Pi 280ml;3
130908900000;Cornatur Schnitzel;2
130915000000;Cornatur Crispy Burger;2
100503200000;Sitzhase Milch, 40g;3
100521800000;BIO K FT HASE LAMPINO MIL;3
100522000000;BIO K FT HASE LAMPINO MIL;4
100521900000;BIO K FT HASE LAMPINO NOI;3
100522200000;BIO K FT HASE LAMPINO NOI;4
100522300000;BIO K FT HASE LAMPINO WEI;4
100521600000;V-LOVE BUNNY CLASSIC 100G;4
100521200000;V-LOVE BUNNY COCOS 100G;4
100111600000;M-BUD Cacao Orange 100g;2
100111500000;M-BUD 71% Cacao 100g ;3
161620300000;Bio K Kürbis 500g;4
104141500000;M-CLAS SPAGHETTI 500G;4
104141600000;M-CLAS FUSILLI 500G;4
104143300000;M-CLAS PENNE 500G;4
104143400000;M-CLAS CONCHIGLIETTE 500G;4
104143500000;M-CLAS DENTI ELEFANT 500G;4
158562500000;M-Budget Tortillas Weizen 490 g;4
158562600000;M-Budget Tortillas Vollkorn 490 g;4
158562700000;M-Budget Salsa Dip mild 315 g;2
158562800000;M-Budget Salsa Dip scharf 315 g;2
158560000000;Tortillas Weizen 320 g;3
158560100000;Tortillas Vollkorn 320 g;3
158560200000;Tortillas Randen 370 g;3
158560300000;Tortillas Karotten 370 g;3
158560400000;Sour Cream Dip 300 g;2
158560500000;Cheese Dip 300 g;2
158560600000;Guacamole Dip 300 g;2
158560700000;Chipotle Dip 300 g;2
158560800000;Salsa Dip mild 315 g;3
158560900000;Chunky Salsa Hot 330 g;2
158561000000;Red Chili Sauce Extra Hot 200 g;2
158561100000;Smokey Sweet Hot Sauce 130 g;2
158561200000;Lemon Chili Hot Sauce 130 g;2
158561300000;Spicy Mango Salsa 270 g;2
158561400000;Habanero Salsa 270 g;2
158561500000;Blueberry Salsa 315 g;2
158561600000;Ananas Salsa 300 g;2
158561700000;Fajita Mix 30 g;2
158561800000;Burrito Mix 40 g;3
158561900000;Taco Mix 28 g;2
158562000000;Sliced Jalapeños 230g;3
115060000000;M-Budget XL Pizzateig;3
160108800000;M-CLAS BUTTERGIPFEL 660G;4
131190100000;AB Oliven Weichkaese ;3
131190200000;AB Oliven Knoblauch  ;3
131190300000;AB Oliven Diabolo;3
131190400000;AB Oliven Provencale ;3
131190500000;AB Olives Queen ;3
131190800000;MB Oliven Mix;3
131190700000;Bio Oliven nature ;3
131190600000;Bio Oliven Zitrone ;3
folgt;M-Classic Cottage Cheese Nature 450g;3
1309.088.000.00;VL SEA ST. STICKS 300G;2
1309.177.000.00;BIO AHA TOFU NATURE 250G;4
1309.150.000.00;CO CRISPY BURGER 180G;2
1309.286.000.00;VL GRI Pizza Sausage;4
1309.161.000.00;VL GEHACKTES 300G;3
1309.274.000.00;MB TOFU NATURE 300G;4
1309.287.000.00;VL GRI Chili Sausage;4
1309.081.000.00;CO SPINAT SCHNITZEL 200G;2
1309.279.000.00;COQ GRI BBQ Steak;3
1309.158.000.00;VL GRILLWURST 200G;4
1309.156.000.00;VL BURGER 220G;3
1309.283.000.00;VL MINI STICKS 110G;3
1309.284.000.00;VL MINI STICKS PEPPER110G;3
1309.269.000.00;VL TATAR 170G;3
1309.270.000.00;COQ STROGANOFF 280G;3
1309.089.000.00;CO SCHNITZEL 340G;2
1309.260.000.00;VL BRATWURST 250G;4
1309.226.000.00;VL WUERSTCHEN 200G;4
1309.259.000.00;BIO VL PUMPKIN BURGER160G;1
115094500000;AB Apfel-Zimt Teig 500g;4
115094600000;AB Schokolinsen Teig 500g;4
113637000000;SEL Hefestollen 480g;4
130907200000;Falafel V-Love 15 Stk 180g;3
130921900000;V-Love Falafel Mix 16 Stk 200g;3
130917400000;V-Love Mortadella mit Pistazien 80g;1
251462120000;Grill mi Bio Crevettenspiess;3
110100300000;BAERENTATZEN 380G;4
110100600000;M-CLAS BUTTERLI 230G;4
110101500000;KOKOS MAKROENLI 310G;4
110101700000;MEILENER-ROLLEN 275G;4
110101800000;MERINGUES-SCHALEN 107G;2
110102200000;M-CLAS MARIE CROCCANT;4
110102500000;PETIT BEURRE 230G;4
110102600000;M-CLAS RAEDLI GEBAECK;4
110102800000;SCHUEMLI 145G;3
110102900000;MERINGUES MINI 100G;2
110104100000;NUSS-STENGELI 500G;4
110104500000;NUSS-STENGELI 270G;4
110106600000;M-CLAS CARRE ABRICOTS;3
110110400000;M-CLAS NOISETTE BUTTER-HA;4
110120400000;M-CLAS AMIGOS CHOCO MONKE;3
110127800000;CHOCO PETIT BEURRE 4X4PRT;4
110130400000;CHOCO-SCHUEMLI 175G;3
110130600000;CHOCMI ROCHER HELL 100G;3
110135900000;CHOC.PET.BEURRE BLANC;3
110136200000;M-CLAS AMIGOS HIMBEERE;3
110136300000;M-CLAS AMIGOS MILCH-SCHOK;3
110138100000;CHOC.PET.BEURRE HELL 150G;3
110138200000;CHOC.PET.BEURRE NOIR 150G;3
110139400000;M-CLAS JAPONAIS 115G;3
110150500000;M-CLAS CARRE AUX FRAISES;3
110180700000;M-CLAS HAFERLI GEBAECK;4
110182700000;PETIT BEURRE OZ CYCL.210G;4
110199200000;M-CLAS WIENER WAFFEL 150G;3
110530000000;CHOCMI KOWA CLASSICO;4
110530100000;CHOCMI KOWA NOIR;4
110530600000;CHOCMI KOWA BLACK&WHITE;4
110531100000;CHOCMI CARRE 100G;3
110565100000;M-CLAS AMIGOS KAKAO 125G;3
110570800000;MINI BAERENTATZEN 100G;3
110570900000;MINI NUSS-STENGELI 135G;4
130930400000;COQ Schnitzel im Käsemantel;3
130125100000;VL Bio Spaetzli 500g;4
130608600000;Bio Sugo pomo. 280ml;3
111200200000;Oh! Proteintoast;4
110173900000;HAPPY EASTER OSTERHASEN;4
110540300000;CREA D'OR ASSORT. 210G;3
101304900000;COATIES KARAMELLISIERTE MANDELN 50G ;3
101303100000;COATIES KAR. MANDELN 150G;4
101300300000;COATIES ORIGINAL 500G;4
101300200000;COATIES ORIGINAL 160G;4
101306000000;COATIES CAPPUCCINO 150G;4
101303500000;COATIES ZUCK. MAND. 150G;4
101305000000;COATIES SALZBREZEL 100G;3
101300700000;COATIES GES. CRISP. 150G;3
101303400000;SE COATIES KARAM. MAND. ;4
101302300000;SE COATIES ORIGINAL 1KG ;4
110172000000;VL SCHOGGI-KOKOSMAKROENLI 6STK;3
100148600000;DUETT JAPONAIS 100G;3
100148400000;DUETT CAFE 100G;3
100148500000;DUETT NOISETTES 100G;3
100126400000;FRIONE POWER MALT 100G;3
100126000000;FRIONE NOUGAT 100G;3
100110500000;RISOLETTO TAFEL 100G;3
100121200000;BAERNER SCHOGGI 100G;3
100132200000;BAERNER BAER 500G;3
100503400000;HASE MAHONY MILCH 100G;4
100503000000;HASE MAHONY MILCH 410G;4
101626500000;FANNIE BISCUIT & RICE CRISP 100G;4
101626600000;FANNIE STRACCIATELLA 100G;4
101626700000;FANNIE FRAMBOISE & SPRUSO 100G;4
113127800000;OSTERCHUEECHLI RB 2 STK 150G;3
113240600000;OSTERBLUME 180G;4
113127700000;OSTERCHUEECHLI OHNE SULTANINEN 2 STK;3
113129200000;OSTERCHUEECHLI MIT SCHOKOLADE 150G;3
110194100000;SPITZBUBEN OSTERN 4ER;4
110161200000;OSTERGUETZLI MIT ZITRONENFUELLUNG;4
113650200000;OSTERKUCHEN 475G;4
113130500000;OSTER LINZER-TOERTLI 75G;3
260232804100;Mini Aepfel       Ft h.;3
154000400000;Corned Beef 198G;2
154000300000;Corned Beef 340G;2
110567100000;M-CLAS WAFFELN BLACK&WHITE 190G;3
110567300000;M-CLAS WAFFELN MILCH 190G;3
110567500000;M-CLAS ROCHER MILCH 100G;3
110567700000;M-CLAS WAFFELN NOIR 190G;3
110567900000;M-CLAS CHOCO CARRÉ 100G;3
105363300000;BIO K SULTANINEN 400G;4
105363000000;BIO K HASELN. GEMA. 200G;4
105363200000;BIO K MANDELN GEMAHLEN 200G;4
105363500000;BIO K ZEDERNKERNE 100G;4
105363100000;BIO K KOKOSRASPELN GEM.200G;4
105353100000;BIO K PINIENKERNE 75G;3
105354300000;BIO K MANDELN GESCHAELT;4
200801700000;M-Budget Halbfettquark 500g;3
